,RoGonDor>DolAmroth-0,RoGonDor>DolAmroth-1,RoGonDor>DolAmroth-2,RoGonDor>DolAmroth-3
2030-07-02 00:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-0.0,-8.88178419700125e-16
2030-07-02 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,-0.0
2030-07-02 12:00:00,5.292500000283002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-02 18:00:00,5.000000000400002,5.000000000400002,4.675900277537952,4.675900277537952
2030-07-03 00:00:00,4.512500000361002,4.220000000478001,4.220000000478001,4.220000000478001
2030-07-03 06:00:00,4.512500000361002,4.220000000478001,4.220000000478001,5.000000000400002
2030-07-03 12:00:00,4.512500000361002,4.220000000478001,4.220000000478001,4.220000000478001
2030-07-03 18:00:00,5.000000000400002,4.675900277537952,4.675900277537952,4.675900277537952
2030-07-04 00:00:00,5.000000000400002,4.675900277537952,4.675900277537952,4.675900277537952
2030-07-04 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-04 12:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-04 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-05 00:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-05 06:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-05 12:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-05 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-06 00:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-06 06:00:00,-0.0,0.0,0.0,-0.0
2030-07-06 12:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-06 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-07 00:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-07 06:00:00,-0.0,-0.0,-0.0,0.0
2030-07-07 12:00:00,0.0,0.0,0.0,-0.0
2030-07-07 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-08 00:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-08 06:00:00,0.0,-0.0,0.2924999998830002,0.3240997228620496
2030-07-08 12:00:00,0.0,0.0,0.0,0.3240997228620496
2030-07-08 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-09 00:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16
2030-07-09 06:00:00,5.292500000283002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-09 12:00:00,5.292500000283002,5.000000000400002,5.292500000283002,5.000000000400002
2030-07-09 18:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-10 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-10 06:00:00,5.750132000099949,5.292500000283002,5.292500000283002,5.292500000283002
2030-07-10 12:00:00,5.750132000099949,5.292500000283002,5.292500000283002,5.292500000283002
2030-07-10 18:00:00,5.507071468341217,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-11 00:00:00,5.507071468341217,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-11 06:00:00,5.750132000099949,5.292500000283002,5.292500000283002,5.292500000283002
2030-07-11 12:00:00,0.0,0.0,-4.440892098500625e-16,0.1543320970830013
2030-07-11 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-12 00:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-12 06:00:00,0.0,-0.0,-0.0,-0.0
2030-07-12 12:00:00,0.0,0.0,-4.440892098500625e-16,0.1543320970830008
2030-07-12 18:00:00,0.0,0.3240997228620496,0.6102117988481277,0.8160000012000012
2030-07-13 00:00:00,0.0,0.3240997228620496,0.6102117988481277,0.8160000012000012
2030-07-13 06:00:00,-4.440892098500625e-16,0.3240997228620496,0.0,0.8160000012000012
2030-07-13 12:00:00,0.0,-0.0,-0.0,-0.0
2030-07-13 18:00:00,-0.0,0.3240997228620496,0.3240997228620496,0.3240997228620496
2030-07-14 00:00:00,-0.0,-0.0,-0.0,0.1543320970830013
2030-07-14 06:00:00,-0.0,-4.440892098500625e-16,0.0,0.1543320970830008
2030-07-14 12:00:00,-0.0,-4.440892098500625e-16,-0.0,0.1543320970830013
2030-07-14 18:00:00,-0.0,0.6102117988481277,0.6102117988481277,0.8160000012000012
2030-07-15 00:00:00,0.0,0.6102117988481277,0.6102117988481277,0.8160000012000012
2030-07-15 06:00:00,0.0,0.6102117988481277,0.6102117988481277,0.8160000012000012
2030-07-15 12:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-15 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-16 00:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16
2030-07-16 06:00:00,0.7799999999219986,-0.0,-0.0,-0.0
2030-07-16 12:00:00,0.7799999999219986,-0.0,-0.0,-8.88178419700125e-16
2030-07-16 18:00:00,-0.0,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16
2030-07-17 00:00:00,-0.0,-0.0,-8.88178419700125e-16,-8.88178419700125e-16
2030-07-17 06:00:00,5.000000000400002,5.000000000400002,0.7799999999219995,-8.88178419700125e-16
2030-07-17 12:00:00,5.000000000400002,5.000000000400002,0.7799999999219995,0.7799999999219986
2030-07-17 18:00:00,4.675900277537952,4.675900277537952,0.0,-8.88178419700125e-16
2030-07-18 00:00:00,4.675900277537952,4.675900277537952,-0.0,-8.88178419700125e-16
2030-07-18 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-18 12:00:00,5.292500000283002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-18 18:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-19 00:00:00,5.292500000283002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-19 06:00:00,5.292500000283002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-19 12:00:00,5.292500000283002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-19 18:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-20 00:00:00,0.8160000012000008,2.999648000600036,2.999648000600036,2.999648000600037
2030-07-20 06:00:00,1.1085000010830015,2.999648000600036,2.999648000600036,2.999648000600037
2030-07-20 12:00:00,1.1085000010830015,2.999648000600037,2.999648000600037,2.999648000600037
2030-07-20 18:00:00,0.8160000012000012,2.6755482777379864,2.6755482777379878,2.6755482777379878
2030-07-21 00:00:00,0.8160000012000012,2.6755482777379864,3.323709695955719,3.323709695955719
2030-07-21 06:00:00,1.1085000010830015,2.999648000600037,2.999648000600037,2.999648000600037
2030-07-21 12:00:00,1.1085000010830015,2.999648000600037,2.999648000600037,2.999648000600036
2030-07-21 18:00:00,2.088298514712794,4.675900277537952,4.675900277537952,3.999765320365511
2030-07-22 00:00:00,2.088298514712794,4.675900277537952,4.675900277537952,3.999765320365511
2030-07-22 06:00:00,2.088298514712794,4.675900277537952,4.675900277537952,3.999765320365511
2030-07-22 12:00:00,2.088298514712794,4.675900277537952,4.675900277537952,3.999765320365511
2030-07-22 18:00:00,2.088298514712795,4.675900277537952,4.675900277537952,3.999765320365511
2030-07-23 00:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-0.0
2030-07-23 06:00:00,0.7799999999219986,0.7799999999219986,0.7799999999219986,0.7799999999219986
2030-07-23 12:00:00,0.7799999999219986,0.7799999999219986,0.7799999999219986,-0.0
2030-07-23 18:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-8.88178419700125e-16,-0.0
2030-07-24 00:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-0.0,-0.0
2030-07-24 06:00:00,-8.88178419700125e-16,-0.0,-0.0,-0.0
2030-07-24 12:00:00,-8.88178419700125e-16,-0.0,-8.88178419700125e-16,-0.0
2030-07-24 18:00:00,-8.88178419700125e-16,-0.0,-8.88178419700125e-16,-8.88178419700125e-16
2030-07-25 00:00:00,-8.88178419700125e-16,-8.88178419700125e-16,-0.0,-8.88178419700125e-16
2030-07-25 06:00:00,5.000000000400002,0.7799999999219986,0.7799999999219986,-0.0
2030-07-25 12:00:00,5.000000000400002,0.7799999999219986,0.7799999999219986,-8.88178419700125e-16
2030-07-25 18:00:00,4.675900277537952,-8.88178419700125e-16,-0.0,-8.88178419700125e-16
2030-07-26 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,0.7799999999219986
2030-07-26 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,0.7799999999219986
2030-07-26 12:00:00,5.000000000400002,5.000000000400002,5.000000000400002,-8.88178419700125e-16
2030-07-26 18:00:00,4.675900277537952,4.675900277537952,4.675900277537952,-8.88178419700125e-16
2030-07-27 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-27 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-27 12:00:00,0.8160000012000012,5.000000000400002,5.000000000400002,5.000000000400002
2030-07-27 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-28 00:00:00,-0.0,-6.938893903907228e-18,-0.0,0.0
2030-07-28 06:00:00,-0.0,-0.0,-0.0,0.0
2030-07-28 12:00:00,-0.0,0.0,-6.938893903907228e-18,0.0
2030-07-28 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-29 00:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-29 06:00:00,-0.0,0.0073225415891065,0.0073225415891065,0.0081136194893147
2030-07-29 12:00:00,-0.0,0.0073225415891065,0.0073225415891065,0.0081136194893147
2030-07-29 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-07-30 00:00:00,2.9999999988,3.7835100000000006,3.7835100000000006,5.963647999400036
2030-07-30 06:00:00,2.9999999988,3.7835100000000006,3.7835100000000006,5.963647999400036
2030-07-30 12:00:00,2.9999999988,3.7835100000000006,3.7835100000000006,5.963647999400036
2030-07-30 18:00:00,6.647809417617768,6.611809417617769,6.611809417617769,6.611809417617769
2030-07-31 00:00:00,5.999647999400037,5.963647999400036,5.963647999400036,5.959758802724137
2030-07-31 06:00:00,5.999647999400037,5.967157999400037,5.967157999400036,6.611809417617769
2030-07-31 12:00:00,5.999647999400037,5.963647999400036,5.963647999400036,5.959758802724136
2030-07-31 18:00:00,5.999647999400037,5.963647999400036,5.963647999400036,5.959758802724136
2030-08-01 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-01 06:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-01 12:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-01 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-02 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-02 06:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-02 12:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-02 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-03 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-03 06:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-03 12:00:00,7.219999999278001,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-03 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-04 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-04 06:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-04 12:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-04 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-05 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-05 06:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-05 12:00:00,7.999999999200002,7.967509999200002,7.967509999200002,7.963999999200001
2030-08-05 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.960110802524101
2030-08-06 00:00:00,5.292500000283002,7.963999999200001,5.292500000283002,0.7799999999219986
2030-08-06 06:00:00,5.292500000283002,7.963999999200001,5.292500000283002,0.7799999999219986
2030-08-06 12:00:00,5.000000000400002,7.963999999200001,5.000000000400002,0.7799999999219986
2030-08-06 18:00:00,5.000000000400002,7.963999999200001,5.000000000400002,-8.88178419700125e-16
2030-08-07 00:00:00,5.000000000400002,7.963999999200001,5.000000000400002,0.7799999999219986
2030-08-07 06:00:00,5.000000000400002,7.963999999200001,5.000000000400002,0.7799999999219986
2030-08-07 12:00:00,5.000000000400002,7.963999999200001,5.000000000400002,-0.0
2030-08-07 18:00:00,4.220000000478001,7.180110802602102,4.220000000478001,-8.88178419700125e-16
2030-08-08 00:00:00,4.220000000478001,7.180110802602102,4.220000000478001,-8.88178419700125e-16
2030-08-08 06:00:00,5.000000000400002,7.960110802524101,5.000000000400002,-8.88178419700125e-16
2030-08-08 12:00:00,5.000000000400002,7.963999999200001,5.000000000400002,-8.88178419700125e-16
2030-08-08 18:00:00,5.000000000400002,7.960110802524101,5.000000000400002,-8.88178419700125e-16
2030-08-09 00:00:00,5.000000000400002,7.960110802524101,5.000000000400002,-8.88178419700125e-16
2030-08-09 06:00:00,5.000000000400002,7.963999999200001,5.000000000400002,5.000000000400002
2030-08-09 12:00:00,5.292500000283002,7.963999999200001,5.000000000400002,5.000000000400002
2030-08-09 18:00:00,-0.0,-0.0,-0.0,-0.0
2030-08-10 00:00:00,-0.1381679027999989,-0.0,-4.440892098500625e-16,-0.0
2030-08-10 06:00:00,0.0,0.0,0.2924999998829997,0.0
2030-08-10 12:00:00,-0.0,0.0,0.2924999998829997,0.0
2030-08-10 18:00:00,0.1710050937207761,0.0038891966759002,0.3240997228620492,0.4919002783379515
2030-08-11 00:00:00,0.1710050937207761,0.0038891966759002,0.3240997228620492,0.4919002783379515
2030-08-11 06:00:00,0.1543320970830008,0.0,-0.0,0.8160000012000012
2030-08-11 12:00:00,-0.0,0.0,-4.440892098500625e-16,0.4439400012000009
2030-08-11 18:00:00,0.8160000012000012,0.0081136194893147,1.0002346800344908,0.676134957172441
2030-08-12 00:00:00,0.8160000012000012,0.012002816165215,1.0002346800344908,0.676134957172441
2030-08-12 06:00:00,3.7800000000000007,0.012002816165215,1.292734679917491,1.0002346800344908
2030-08-12 12:00:00,3.7800000000000007,0.015512816165215,1.292734679917491,1.292734679917491
2030-08-12 18:00:00,3.7761108033241007,0.012002816165215,1.0002346800344908,1.0002346800344908
2030-08-13 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-13 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-13 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-13 18:00:00,7.219999999278001,7.219999999278001,7.219999999278001,4.220000000478001
2030-08-14 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-14 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-14 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-14 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-15 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-15 06:00:00,7.219999999278001,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-15 12:00:00,7.219999999278001,7.219999999278001,7.219999999278001,4.220000000478001
2030-08-15 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-16 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-16 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-16 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-16 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-17 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-17 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-17 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-17 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-18 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-18 06:00:00,7.219999999278001,7.999999999200002,7.999999999200002,5.292500000283002
2030-08-18 12:00:00,7.219999999278001,7.219999999278001,7.219999999278001,5.292500000283002
2030-08-18 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-19 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-19 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-19 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-19 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,5.000000000400002
2030-08-20 00:00:00,3.2921480004830364,3.2921480004830364,3.292148000483037,3.2921480004830364
2030-08-20 06:00:00,3.292148000483037,3.292148000483037,3.292148000483037,3.292148000483037
2030-08-20 12:00:00,3.2921480004830364,3.292148000483037,3.292148000483037,3.292148000483037
2030-08-20 18:00:00,2.999648000600037,2.999648000600037,2.999648000600037,2.999648000600037
2030-08-21 00:00:00,2.999648000600037,2.999648000600036,2.999648000600037,2.999648000600037
2030-08-21 06:00:00,3.292148000483037,2.999648000600037,2.999648000600037,2.999648000600037
2030-08-21 12:00:00,2.999648000600036,2.999648000600037,2.999648000600037,2.999648000600036
2030-08-21 18:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-22 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-22 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-22 12:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-22 18:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-23 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-23 06:00:00,7.999999999200002,7.963999999200001,7.999999999200002,7.963999999200001
2030-08-23 12:00:00,7.999999999200002,7.963999999200001,7.999999999200002,7.963999999200001
2030-08-23 18:00:00,7.999999999200002,7.963999999200001,7.999999999200002,7.963999999200001
2030-08-24 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-24 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.967509999200002
2030-08-24 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.967509999200002
2030-08-24 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.967509999200002
2030-08-25 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-25 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-25 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-25 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-26 00:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-26 06:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-26 12:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-26 18:00:00,7.999999999200002,7.999999999200002,7.999999999200002,7.963999999200001
2030-08-27 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-27 06:00:00,5.292500000283002,5.292500000283002,5.292500000283002,5.000000000400002
2030-08-27 12:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-27 18:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-28 00:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-28 06:00:00,5.000000000400002,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-28 12:00:00,5.000000000400002,5.000000000400002,5.000000000400002,4.675900277537952
2030-08-28 18:00:00,2.999648000600037,2.999648000600036,2.999648000600036,2.6755482777379864
2030-08-29 00:00:00,2.999648000600037,2.999648000600037,2.999648000600037,2.999648000600037
2030-08-29 06:00:00,5.963647999400036,3.647809418817769,3.647809418817769,3.647809418817769
2030-08-29 12:00:00,5.963647999400036,2.999648000600036,2.999648000600036,2.999648000600036
2030-08-29 18:00:00,7.960110802524101,5.000000000400002,5.000000000400002,5.000000000400002
2030-08-30 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-30 06:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-30 12:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-30 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-31 00:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-31 06:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-31 12:00:00,7.219999999278001,7.963999999200001,7.963999999200001,7.963999999200001
2030-08-31 18:00:00,7.999999999200002,7.963999999200001,7.963999999200001,7.963999999200001
2030-09-01 00:00:00,3.8160000000000007,3.7835100000000006,3.7800000000000007,7.183999999278003
2030-09-01 06:00:00,-0.0,3.7835100000000006,3.7835100000000006,7.967509999200002
