Timestamp [UTC],1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
1/1/2050 0:00:00,0.957,1.0,0.258,0.451,0.99,0.623,0.337,0.999,0.514,0.058,0.01,0.741,0.251,0.067,0.554,0.593,0.141,0.649,0.094,0.452,0.165,0.958,0.6,0.13,0.132,0.349,0.593,1.0,0.011,0.033,0.346,0.301,0.525,1.0,0.873,0.239,0.5,0.404,1.0
1/1/2050 1:00:00,0.955,1.0,0.242,0.448,0.99,0.61,0.302,0.993,0.552,0.068,0.008,0.704,0.28,0.069,0.532,0.598,0.13,0.631,0.091,0.452,0.166,0.99,0.594,0.131,0.142,0.325,0.57,1.0,0.012,0.038,0.353,0.368,0.592,1.0,0.827,0.244,0.488,0.414,1.0
1/1/2050 2:00:00,0.943,1.0,0.248,0.459,0.989,0.62,0.316,0.951,0.586,0.078,0.007,0.607,0.331,0.074,0.447,0.62,0.133,0.603,0.105,0.454,0.17,0.999,0.551,0.154,0.163,0.307,0.544,1.0,0.009,0.04,0.398,0.433,0.621,0.998,0.757,0.252,0.466,0.408,1.0
1/1/2050 3:00:00,0.92,1.0,0.263,0.482,0.991,0.674,0.32,0.835,0.637,0.084,0.008,0.518,0.377,0.072,0.462,0.603,0.155,0.573,0.103,0.47,0.187,1.0,0.508,0.169,0.157,0.287,0.523,1.0,0.012,0.032,0.449,0.502,0.664,0.997,0.681,0.282,0.439,0.407,1.0
1/1/2050 4:00:00,0.918,1.0,0.265,0.474,0.991,0.764,0.332,0.685,0.675,0.084,0.006,0.512,0.409,0.072,0.523,0.681,0.174,0.575,0.09,0.467,0.197,1.0,0.455,0.174,0.182,0.221,0.488,1.0,0.016,0.029,0.445,0.546,0.744,0.998,0.637,0.308,0.379,0.408,1.0
1/1/2050 5:00:00,0.894,1.0,0.276,0.457,0.992,0.848,0.329,0.557,0.72,0.086,0.007,0.508,0.489,0.073,0.581,0.75,0.178,0.576,0.083,0.451,0.209,1.0,0.425,0.202,0.263,0.165,0.458,1.0,0.022,0.029,0.424,0.591,0.815,0.998,0.625,0.301,0.311,0.417,1.0
1/1/2050 6:00:00,0.841,1.0,0.292,0.447,0.992,0.911,0.32,0.432,0.763,0.092,0.01,0.538,0.567,0.088,0.579,0.813,0.19,0.537,0.097,0.43,0.235,1.0,0.401,0.227,0.297,0.139,0.436,1.0,0.027,0.029,0.445,0.636,0.848,0.994,0.624,0.415,0.233,0.432,1.0
1/1/2050 7:00:00,0.796,1.0,0.296,0.465,0.993,0.955,0.324,0.314,0.804,0.095,0.012,0.599,0.636,0.109,0.564,0.858,0.198,0.5,0.126,0.412,0.261,1.0,0.418,0.277,0.34,0.136,0.418,1.0,0.031,0.027,0.452,0.656,0.875,0.992,0.614,0.476,0.18,0.435,1.0
1/1/2050 8:00:00,0.751,1.0,0.314,0.483,0.995,0.974,0.345,0.2,0.828,0.095,0.013,0.662,0.73,0.125,0.517,0.871,0.205,0.479,0.165,0.364,0.275,1.0,0.43,0.352,0.442,0.173,0.362,1.0,0.034,0.023,0.43,0.654,0.903,0.964,0.6,0.543,0.127,0.434,1.0
1/1/2050 9:00:00,0.688,1.0,0.333,0.499,0.996,0.961,0.338,0.13,0.887,0.08,0.011,0.692,0.816,0.124,0.626,0.844,0.224,0.434,0.242,0.32,0.28,1.0,0.458,0.471,0.468,0.213,0.305,1.0,0.025,0.022,0.452,0.659,0.91,0.931,0.613,0.522,0.075,0.413,0.999
1/1/2050 10:00:00,0.751,1.0,0.354,0.579,0.987,0.938,0.182,0.063,0.91,0.054,0.009,0.847,0.808,0.101,0.584,0.817,0.156,0.425,0.309,0.207,0.265,0.999,0.358,0.488,0.488,0.211,0.207,0.999,0.012,0.011,0.39,0.546,0.726,0.816,0.572,0.474,0.018,0.276,0.893
1/1/2050 11:00:00,0.622,1.0,0.319,0.59,0.977,0.913,0.134,0.053,0.891,0.035,0.005,0.948,0.844,0.068,0.626,0.795,0.118,0.277,0.344,0.178,0.288,0.999,0.325,0.529,0.388,0.24,0.175,1.0,0.01,0.013,0.408,0.574,0.783,0.792,0.585,0.452,0.01,0.267,0.9
1/1/2050 12:00:00,0.563,1.0,0.269,0.575,0.982,0.864,0.113,0.033,0.947,0.037,0.003,0.93,0.885,0.067,0.629,0.928,0.111,0.212,0.38,0.161,0.331,1.0,0.374,0.694,0.347,0.241,0.161,1.0,0.014,0.021,0.43,0.548,0.778,0.751,0.589,0.505,0.01,0.304,0.899
1/1/2050 13:00:00,0.562,1.0,0.211,0.59,0.999,0.811,0.13,0.052,0.939,0.05,0.002,0.844,0.91,0.063,0.573,0.99,0.137,0.176,0.398,0.175,0.363,1.0,0.435,0.826,0.286,0.252,0.126,1.0,0.018,0.026,0.413,0.475,0.771,0.71,0.63,0.457,0.01,0.316,0.877
1/1/2050 14:00:00,0.602,1.0,0.178,0.629,0.999,0.784,0.175,0.095,0.971,0.054,0.005,0.682,0.886,0.097,0.492,0.999,0.189,0.164,0.323,0.202,0.363,1.0,0.461,0.93,0.225,0.39,0.089,1.0,0.022,0.031,0.407,0.418,0.736,0.626,0.708,0.533,0.02,0.354,0.859
1/1/2050 15:00:00,0.544,1.0,0.165,0.699,0.999,0.78,0.257,0.17,0.978,0.051,0.01,0.565,0.92,0.181,0.349,1.0,0.251,0.177,0.395,0.279,0.341,0.999,0.493,0.976,0.23,0.485,0.076,1.0,0.04,0.037,0.346,0.413,0.7,0.544,0.851,0.651,0.051,0.379,0.661
