,DolAmroth>Harad,RoGonDor>DolAmroth,RoGonDor>Harad
2030-07-02 00:00:00,426.0,-12000.0,5196.0
2030-07-02 06:00:00,426.0,8195.855308650294,5196.0
2030-07-02 12:00:00,426.0,13200.0,5196.0
2030-07-02 18:00:00,426.0,13200.0,5196.0
2030-07-03 00:00:00,426.0,13200.0,5196.0
2030-07-03 06:00:00,426.0,13200.0,5196.0
2030-07-03 12:00:00,426.0,13200.0,5196.0
2030-07-03 18:00:00,426.0,13200.0,5196.0
2030-07-04 00:00:00,426.0,13200.0,5196.0
2030-07-04 06:00:00,426.0,13200.0,5196.0
2030-07-04 12:00:00,426.0,13200.0,5196.0
2030-07-04 18:00:00,426.0,13139.375122659936,5196.0
2030-07-05 00:00:00,426.0,4783.35728466139,5196.0
2030-07-05 06:00:00,426.0,12380.173533543872,5196.0
2030-07-05 12:00:00,426.0,4236.686638380859,5196.0
2030-07-05 18:00:00,426.0,1873.3637191395392,5196.0
2030-07-06 00:00:00,426.0,-595.0175788453271,5196.0
2030-07-06 06:00:00,426.0,2722.67079650706,5196.0
2030-07-06 12:00:00,426.0,59.204100891176495,5196.0
2030-07-06 18:00:00,426.0,5957.7923634498975,5196.0
2030-07-07 00:00:00,426.0,4768.555037671686,5196.0
2030-07-07 06:00:00,426.0,13200.0,5196.0
2030-07-07 12:00:00,426.0,1246.4672305873028,5196.0
2030-07-07 18:00:00,426.0,6740.653874496438,5196.0
2030-07-08 00:00:00,426.0,9764.229775390733,5196.0
2030-07-08 06:00:00,426.0,13200.0,5196.0
2030-07-08 12:00:00,426.0,13200.0,5196.0
2030-07-08 18:00:00,426.0,11486.377711325607,5196.0
2030-07-09 00:00:00,426.0,-12000.0,5196.0
2030-07-09 06:00:00,426.0,13200.0,5196.0
2030-07-09 12:00:00,426.0,13200.0,5196.0
2030-07-09 18:00:00,426.0,13200.0,5196.0
2030-07-10 00:00:00,426.0,13200.0,5196.0
2030-07-10 06:00:00,426.0,13200.0,5196.0
2030-07-10 12:00:00,426.0,13200.0,5196.0
2030-07-10 18:00:00,426.0,13200.0,5196.0
2030-07-11 00:00:00,426.0,13200.0,5196.0
2030-07-11 06:00:00,426.0,13200.0,5196.0
2030-07-11 12:00:00,426.0,13200.0,5196.0
2030-07-11 18:00:00,426.0,11963.198780333583,5196.0
2030-07-12 00:00:00,426.0,10272.002907852884,5196.0
