,DolAmroth>Harad,RoGonDor>DolAmroth,RoGonDor>Harad
2030-07-02 00:00:00,426.0,5862.218106589097,5196.0
2030-07-02 06:00:00,426.0,13200.0,5196.0
2030-07-02 12:00:00,426.0,13200.0,5196.0
2030-07-02 18:00:00,426.0,13200.0,5196.0
2030-07-03 00:00:00,426.0,13200.0,5196.0
2030-07-03 06:00:00,426.0,13200.0,5196.0
2030-07-03 12:00:00,426.0,13200.0,5196.0
2030-07-03 18:00:00,426.0,13200.0,5196.0
2030-07-04 00:00:00,426.0,13200.0,5196.0
2030-07-04 06:00:00,426.0,13200.0,5196.0
2030-07-04 12:00:00,426.0,13200.0,5196.0
2030-07-04 18:00:00,426.0,13070.361400090544,5196.0
2030-07-05 00:00:00,426.0,4725.219942304728,5196.0
2030-07-05 06:00:00,426.0,9929.426990689186,5196.0
2030-07-05 12:00:00,426.0,1851.8680241623297,5196.0
2030-07-05 18:00:00,426.0,1801.763335214957,5196.0
2030-07-06 00:00:00,426.0,-728.9457642708294,5196.0
2030-07-06 06:00:00,426.0,13200.0,5196.0
2030-07-06 12:00:00,426.0,-2119.383835165703,5196.0
2030-07-06 18:00:00,426.0,5955.34852496149,5196.0
2030-07-07 00:00:00,426.0,-6909.2137382603105,5196.0
2030-07-07 06:00:00,426.0,4242.231275389342,5196.0
2030-07-07 12:00:00,426.0,13200.0,5196.0
2030-07-07 18:00:00,426.0,6754.488870249887,5196.0
2030-07-08 00:00:00,426.0,-3065.816465108386,5196.0
2030-07-08 06:00:00,426.0,13200.0,5196.0
2030-07-08 12:00:00,426.0,13200.0,5196.0
2030-07-08 18:00:00,426.0,12342.727651897669,5196.0
2030-07-09 00:00:00,426.0,-12000.0,5196.0
2030-07-09 06:00:00,426.0,13200.0,5196.0
2030-07-09 12:00:00,426.0,13200.0,5196.0
2030-07-09 18:00:00,426.0,13200.0,5196.0
2030-07-10 00:00:00,426.0,13200.0,5196.0
2030-07-10 06:00:00,426.0,13200.0,5196.0
2030-07-10 12:00:00,426.0,13200.0,5196.0
2030-07-10 18:00:00,426.0,13200.0,5196.0
2030-07-11 00:00:00,426.0,13200.0,5196.0
2030-07-11 06:00:00,426.0,13200.0,5196.0
2030-07-11 12:00:00,426.0,13200.0,5196.0
2030-07-11 18:00:00,426.0,11871.511567819369,5196.0
2030-07-12 00:00:00,426.0,10206.065641109031,5196.0
2030-07-12 06:00:00,426.0,11717.855678620283,5196.0
2030-07-12 12:00:00,426.0,13200.0,5196.0
2030-07-12 18:00:00,426.0,13200.0,5196.0
2030-07-13 00:00:00,426.0,13200.0,5196.0
2030-07-13 06:00:00,426.0,13200.0,5196.0
2030-07-13 12:00:00,426.0,6211.038144173486,5196.0
2030-07-13 18:00:00,426.0,13200.0,5196.0
2030-07-14 00:00:00,426.0,6398.870913489562,5196.0
2030-07-14 06:00:00,426.0,13200.0,5196.0
2030-07-14 12:00:00,426.0,9937.424859618739,5196.0
2030-07-14 18:00:00,426.0,13200.0,5196.0
2030-07-15 00:00:00,426.0,13200.0,5196.0
2030-07-15 06:00:00,426.0,13200.0,5196.0
2030-07-15 12:00:00,426.0,-130.1000879719286,5196.0
2030-07-15 18:00:00,426.0,12160.122468626929,5196.0
2030-07-16 00:00:00,426.0,-12000.0,5196.0
2030-07-16 06:00:00,426.0,9129.741444364072,5196.0
2030-07-16 12:00:00,426.0,13031.417694610893,5196.0
2030-07-16 18:00:00,426.0,-12000.0,5196.0
2030-07-17 00:00:00,426.0,-12000.0,5196.0
2030-07-17 06:00:00,426.0,13200.0,5196.0
2030-07-17 12:00:00,426.0,13200.0,5196.0
2030-07-17 18:00:00,426.0,13200.0,5196.0
2030-07-18 00:00:00,426.0,7263.818480010843,5196.0
2030-07-18 06:00:00,426.0,13200.0,5196.0
2030-07-18 12:00:00,426.0,13200.0,5196.0
2030-07-18 18:00:00,426.0,13200.0,5196.0
2030-07-19 00:00:00,426.0,13200.0,5196.0
2030-07-19 06:00:00,426.0,13200.0,5196.0
2030-07-19 12:00:00,426.0,13200.0,5196.0
2030-07-19 18:00:00,426.0,13200.0,5196.0
2030-07-20 00:00:00,426.0,13200.0,5196.0
2030-07-20 06:00:00,426.0,13200.0,5196.0
2030-07-20 12:00:00,426.0,13200.0,5196.0
