,RoGonDor-0,RoGonDor-1,RoGonDor-2,RoGonDor-3
2030-07-19 00:00:00,388792.0082074209,388792.0082074209,400719.038195761,400719.038195761
2030-07-19 06:00:00,694887.4590116006,694887.4590116006,728767.8218886628,728767.8218886628
2030-07-19 12:00:00,754121.1187233402,754121.1187233402,794189.1621782307,794189.1621782307
2030-07-19 18:00:00,482456.3328843407,482456.3328843407,499058.9420850762,499058.9420850762
2030-07-20 00:00:00,419059.31964727934,419059.31964727934,435915.9043548895,435915.9043548895
2030-07-20 06:00:00,646670.4080163941,646670.4080163941,681074.263430016,681074.263430016
2030-07-20 12:00:00,702921.8399310403,702921.8399310403,742989.8833859309,742989.8833859309
2030-07-20 18:00:00,451752.38589490927,451752.38589490927,468224.12196150486,468224.12196150486
2030-07-21 00:00:00,371530.4377158622,371530.4377158622,385769.559740674,385769.559740674
2030-07-21 06:00:00,606141.487818856,606141.487818856,640021.8506959183,640021.8506959183
2030-07-21 12:00:00,675352.9633349159,675352.9633349159,715421.0067898065,715421.0067898065
2030-07-21 18:00:00,449804.6463133002,449804.6463133002,466276.38237989583,466276.38237989583
2030-07-22 00:00:00,368233.93318434566,368233.93318434566,380160.9631726857,380160.9631726857
2030-07-22 06:00:00,691319.5824766388,691319.5824766388,725199.9453537011,725199.9453537011
2030-07-22 12:00:00,760021.6750049149,760021.6750049149,800089.7184598055,800089.7184598055
2030-07-22 18:00:00,488264.78193772986,488264.78193772986,504736.5180043255,504736.5180043255
2030-07-23 00:00:00,390903.6103273723,390903.6103273723,403005.13782789896,403005.13782789896
2030-07-23 06:00:00,697019.9444848712,697019.9444848712,730900.3073619334,730900.3073619334
2030-07-23 12:00:00,760933.345845786,760933.345845786,801001.3893006766,801001.3893006766
2030-07-23 18:00:00,485810.8464330322,485810.8464330322,502282.5824996278,502282.5824996278
2030-07-24 00:00:00,387178.6276454968,387178.6276454968,399105.6576338368,399105.6576338368
2030-07-24 06:00:00,695455.8989640686,695455.8989640686,729336.2618411309,729336.2618411309
2030-07-24 12:00:00,759630.5953363739,759630.5953363739,799698.6387912645,799698.6387912645
2030-07-24 18:00:00,488563.16534662794,488563.16534662794,505034.90141322353,505034.90141322353
2030-07-25 00:00:00,389894.1687120289,389894.1687120289,401821.198700369,401821.198700369
2030-07-25 06:00:00,698331.0383842252,698331.0383842252,732211.4012612875,732211.4012612875
2030-07-25 12:00:00,763384.6548597983,763384.6548597983,803452.698314689,803452.698314689
2030-07-25 18:00:00,491661.17700336495,491661.17700336495,508132.91306996066,508132.91306996066
2030-07-26 00:00:00,390131.67408069,390131.67408069,402058.70406903006,402058.70406903006
2030-07-26 06:00:00,696388.1461784765,696388.1461784765,730268.5090555389,730268.5090555389
2030-07-26 12:00:00,754541.561196287,754541.561196287,794609.6046511778,794609.6046511778
2030-07-26 18:00:00,482086.4111381133,482086.4111381133,498558.1472047089,498558.1472047089
2030-07-27 00:00:00,368971.983058086,368971.983058086,380899.013046426,380899.013046426
2030-07-27 06:00:00,641451.3957487226,641451.3957487226,675331.7586257849,675331.7586257849
2030-07-27 12:00:00,704505.7814860567,704505.7814860567,744573.8249409474,744573.8249409474
2030-07-27 18:00:00,450522.83479572367,450522.83479572367,466994.57086231926,466994.57086231926
2030-07-28 00:00:00,346164.32009144325,346164.32009144325,358091.3500797833,358091.3500797833
2030-07-28 06:00:00,604426.4098512805,604426.4098512805,638306.7727283428,638306.7727283428
2030-07-28 12:00:00,671120.0636026979,671120.0636026979,711188.1070575885,711188.1070575885
2030-07-28 18:00:00,441921.4239433159,441921.4239433159,458393.1600099115,458393.1600099115
2030-07-29 00:00:00,360777.93681665673,360777.93681665673,372704.9668049968,372704.9668049968
2030-07-29 06:00:00,678098.7303539932,678098.7303539932,712022.717609102,712022.717609102
2030-07-29 12:00:00,739927.7117270621,739927.7117270621,779995.7551819526,779995.7551819526
2030-07-29 18:00:00,472905.21296390094,472905.21296390094,489376.9490304966,489376.9490304966
2030-07-30 00:00:00,376591.8219900165,376591.8219900165,388562.4763564032,388562.4763564032
2030-07-30 06:00:00,679711.560450715,679711.560450715,713679.1720838705,713679.1720838705
2030-07-30 12:00:00,739309.2071763811,739309.2071763811,779377.2506312719,779377.2506312719
2030-07-30 18:00:00,472931.07859393,472931.07859393,489402.8146605256,489402.8146605256
2030-07-31 00:00:00,386283.1632857584,386283.1632857584,399344.42710331094,399344.42710331094
2030-07-31 06:00:00,679506.946864757,679506.946864757,713387.3097418193,713387.3097418193
2030-07-31 12:00:00,743660.2591050268,743660.2591050268,783728.3025599174,783728.3025599174
2030-07-31 18:00:00,476526.18340578186,476526.18340578186,492997.9194723775,492997.9194723775
2030-08-01 00:00:00,377781.69553935126,377781.69553935126,389708.72552769136,389708.72552769136
2030-08-01 06:00:00,683068.3784401282,683068.3784401282,716948.7413171905,716948.7413171905
2030-08-01 12:00:00,749522.3383612451,749522.3383612451,789590.3818161358,789590.3818161358
2030-08-01 18:00:00,479893.9611823916,479893.9611823916,496409.32162703376,496409.32162703376
2030-08-02 00:00:00,383719.84979915805,383719.84979915805,396126.74794601114,396126.74794601114
2030-08-02 06:00:00,688142.3971324543,688142.3971324543,722633.5013021694,722633.5013021694
2030-08-02 12:00:00,743723.1885510358,743723.1885510358,783791.2320059265,783791.2320059265
2030-08-02 18:00:00,539382.5434246648,539382.5434246648,562616.0580884892,562616.0580884892
2030-08-03 00:00:00,469259.72479201533,469259.72479201533,492049.2249139684,492049.2249139684
2030-08-03 06:00:00,649899.4666725947,649899.4666725947,685699.3021837091,685699.3021837091
2030-08-03 12:00:00,698796.8991267914,698796.8991267914,739432.0594962883,739432.0594962883
2030-08-03 18:00:00,454147.63914635155,454147.63914635155,471622.7359080198,471622.7359080198
2030-08-04 00:00:00,341612.248780121,341612.248780121,353539.2787684611,353539.2787684611
2030-08-04 06:00:00,597854.7778394738,597854.7778394738,631778.7650945827,631778.7650945827
2030-08-04 12:00:00,664579.008993811,664579.008993811,704647.0524487016,704647.0524487016
2030-08-04 18:00:00,438946.816564761,438946.816564761,455418.5526313566,455418.5526313566
2030-08-05 00:00:00,361904.45108293794,361904.45108293794,374529.47112002416,374529.47112002416
2030-08-05 06:00:00,665542.5236229051,665542.5236229051,699422.8864999673,699422.8864999673
2030-08-05 12:00:00,733990.8837698058,733990.8837698058,774058.9272246963,774058.9272246963
2030-08-05 18:00:00,469716.9821635964,469716.9821635964,486188.718230192,486188.718230192
2030-08-06 00:00:00,370861.4573770268,370861.4573770268,382788.4873653668,382788.4873653668
2030-08-06 06:00:00,704753.6324666245,704753.6324666245,742036.6968313245,742036.6968313245
2030-08-06 12:00:00,757017.329047536,757017.329047536,799484.7132949915,799484.7132949915
2030-08-06 18:00:00,502087.0064189162,502087.0064189162,522005.0683511962,522005.0683511962
2030-08-07 00:00:00,419793.5977556902,419793.5977556902,436781.05559744017,436781.05559744017
2030-08-07 06:00:00,707183.753187079,707183.753187079,744946.685710292,744946.685710292
2030-08-07 12:00:00,727890.5016857788,727890.5016857788,767958.5451406694,767958.5451406694
2030-08-07 18:00:00,480511.85844495695,480511.85844495695,498684.9452553715,498684.9452553715
2030-08-08 00:00:00,456404.9433685044,456404.9433685044,477362.2196124985,477362.2196124985
2030-08-08 06:00:00,711664.7960290641,711664.7960290641,750169.34297907,750169.34297907
2030-08-08 12:00:00,724446.7575418077,724446.7575418077,764514.8009966982,764514.8009966982
2030-08-08 18:00:00,500270.9229431579,500270.9229431579,520494.3555217644,520494.3555217644
2030-08-09 00:00:00,462965.05482527823,462965.05482527823,484576.6967399719,484576.6967399719
2030-08-09 06:00:00,669287.9905586883,669287.9905586883,703953.5922405901,703953.5922405901
2030-08-09 12:00:00,718433.3490408198,718433.3490408198,758501.3924957104,758501.3924957104
2030-08-09 18:00:00,455755.82279932714,455755.82279932714,472227.5588659226,472227.5588659226
2030-08-10 00:00:00,351167.35914790584,351167.35914790584,363138.01351429266,363138.01351429266
2030-08-10 06:00:00,638557.829638566,638557.829638566,674401.2895277272,674401.2895277272
2030-08-10 12:00:00,679838.6099734916,679838.6099734916,719906.6534283822,719906.6534283822
2030-08-10 18:00:00,477913.3569698198,477913.3569698198,498791.15521912574,498791.15521912574
2030-08-11 00:00:00,388094.20966068143,388094.20966068143,405561.5356609445,405561.5356609445
2030-08-11 06:00:00,662884.5611894844,662884.5611894844,704268.3170905686,704268.3170905686
2030-08-11 12:00:00,766380.8065105809,766380.8065105809,817747.5638795369,817747.5638795369
2030-08-11 18:00:00,569129.1095568931,569129.1095568931,599604.2709764414,599604.2709764414
2030-08-12 00:00:00,476886.3043325036,476886.3043325036,501769.77460069506,501769.77460069506
2030-08-12 06:00:00,765203.2917922977,765203.2917922977,810513.2417175814,810513.2417175814
2030-08-12 12:00:00,720762.6936833046,720762.6936833046,761310.6052967082,761310.6052967082
2030-08-12 18:00:00,586369.0466427321,586369.0466427321,615709.9742330699,615709.9742330699
2030-08-13 00:00:00,473818.17446352454,473818.17446352454,497043.9183659438,497043.9183659438
2030-08-13 06:00:00,773487.6206662992,773487.6206662992,819102.941237907,819102.941237907
2030-08-13 12:00:00,776677.4676690638,776677.4676690638,822765.6752943905,822765.6752943905
2030-08-13 18:00:00,483228.03772386065,483228.03772386065,502229.9877171612,502229.9877171612
2030-08-14 00:00:00,360821.63091957534,360821.63091957534,372748.6609079154,372748.6609079154
2030-08-14 06:00:00,658052.7467611947,658052.7467611947,692369.3534187233,692369.3534187233
2030-08-14 12:00:00,714151.1523919485,714151.1523919485,754219.195846839,754219.195846839
2030-08-14 18:00:00,464639.84275754314,464639.84275754314,481896.81762897805,481896.81762897805
2030-08-15 00:00:00,396501.9410517946,396501.9410517946,413271.2770033116,413271.2770033116
2030-08-15 06:00:00,610435.7695045308,610435.7695045308,644926.873674246,644926.873674246
2030-08-15 12:00:00,665958.3816906998,665958.3816906998,706026.4251455904,706026.4251455904
2030-08-15 18:00:00,433816.9168729501,433816.9168729501,450288.6529395457,450288.6529395457
2030-08-16 00:00:00,352199.2837795535,352199.2837795535,364649.8063044532,364649.8063044532
2030-08-16 06:00:00,643309.1806115033,643309.1806115033,677625.787269032,677625.787269032
2030-08-16 12:00:00,705944.4971447011,705944.4971447011,746012.5405995917,746012.5405995917
2030-08-16 18:00:00,454281.2428717303,454281.2428717303,471058.34958465234,471058.34958465234
2030-08-17 00:00:00,415400.0470621025,415400.0470621025,434132.480025718,434132.480025718
2030-08-17 06:00:00,632678.4818103748,632678.4818103748,668085.6979190694,668085.6979190694
2030-08-17 12:00:00,681137.549779644,681137.549779644,721205.5932345346,721205.5932345346
2030-08-17 18:00:00,439962.11261619447,439962.11261619447,456739.21932911646,456739.21932911646
2030-08-18 00:00:00,374347.9886282518,374347.9886282518,390070.33950664935,390070.33950664935
2030-08-18 06:00:00,598867.0404372276,598867.0404372276,633401.7689849895,633401.7689849895
2030-08-18 12:00:00,659022.6073128671,659022.6073128671,699090.6507677577,699090.6507677577
2030-08-18 18:00:00,502449.2130058656,502449.2130058656,525813.60080383,525813.60080383
2030-08-19 00:00:00,495317.6197641934,495317.6197641934,521553.44575181487,521553.44575181487
2030-08-19 06:00:00,689270.845599639,689270.845599639,725725.0467814528,725725.0467814528
2030-08-19 12:00:00,725455.4003877181,725455.4003877181,765523.4438426086,765523.4438426086
2030-08-19 18:00:00,465190.8319999112,465190.8319999112,481662.5680665068,481662.5680665068
2030-08-20 00:00:00,367821.86177267274,367821.86177267274,379748.8917610128,379748.8917610128
2030-08-20 06:00:00,669337.2481240355,669337.2481240355,703479.3572693777,703479.3572693777
2030-08-20 12:00:00,727527.9862968528,727527.9862968528,767596.0297517433,767596.0297517433
2030-08-20 18:00:00,470708.15674065193,470708.15674065193,487528.8878316206,487528.8878316206
2030-08-21 00:00:00,371079.4390785132,371079.4390785132,383137.3422009932,383137.3422009932
2030-08-21 06:00:00,668074.3494206995,668074.3494206995,701954.7122977618,701954.7122977618
2030-08-21 12:00:00,728776.9526468042,728776.9526468042,768844.9961016948,768844.9961016948
2030-08-21 18:00:00,469381.20542803634,469381.20542803634,485852.94149463193,485852.94149463193
2030-08-22 00:00:00,374081.23718653776,374081.23718653776,386357.262199251,386357.262199251
2030-08-22 06:00:00,687025.2822838568,687025.2822838568,722737.8690388781,722737.8690388781
2030-08-22 12:00:00,742189.0221640606,742189.0221640606,783347.6750701171,783347.6750701171
2030-08-22 18:00:00,551818.6845633703,551818.6845633703,576360.9305685938,576360.9305685938
2030-08-23 00:00:00,500936.3285626645,500936.3285626645,525645.3013186692,525645.3013186692
2030-08-23 06:00:00,725284.3208852883,725284.3208852883,764530.482262087,764530.482262087
2030-08-23 12:00:00,730787.905304368,730787.905304368,770855.9487592586,770855.9487592586
2030-08-23 18:00:00,520328.1808306454,520328.1808306454,541903.9691286976,541903.9691286976
2030-08-24 00:00:00,468715.5769144715,468715.5769144715,491461.4526583777,491461.4526583777
2030-08-24 06:00:00,659632.159056152,659632.159056152,696435.355262339,696435.355262339
2030-08-24 12:00:00,686972.210540378,686972.210540378,727040.2539952686,727040.2539952686
2030-08-24 18:00:00,448793.8101436335,448793.8101436335,466007.1606370218,466007.1606370218
2030-08-25 00:00:00,388621.9313520333,388621.9313520333,405565.76481573674,405565.76481573674
2030-08-25 06:00:00,605699.2217581425,605699.2217581425,640539.3209522308,640539.3209522308
2030-08-25 12:00:00,659265.4715125847,659265.4715125847,699333.5149674753,699333.5149674753
2030-08-25 18:00:00,435355.49493674247,435355.49493674247,451827.23100333806,451827.23100333806
2030-08-26 00:00:00,369369.39881525177,369369.39881525177,382692.4089010842,382692.4089010842
2030-08-26 06:00:00,671931.6689812416,671931.6689812416,705812.0318583039,705812.0318583039
2030-08-26 12:00:00,733556.9363813088,733556.9363813088,773624.9798361993,773624.9798361993
2030-08-26 18:00:00,475531.7477944217,475531.7477944217,492090.7326171105,492090.7326171105
2030-08-27 00:00:00,464067.7465810249,464067.7465810249,484588.77904455253,484588.77904455253
2030-08-27 06:00:00,696691.3184915227,696691.3184915227,731880.4127099841,731880.4127099841
2030-08-27 12:00:00,741311.0907068696,741311.0907068696,781379.1341617602,781379.1341617602
2030-08-27 18:00:00,478877.66772211087,478877.66772211087,495349.40378870646,495349.40378870646
2030-08-28 00:00:00,437480.9536783701,437480.9536783701,455166.40156886645,455166.40156886645
2030-08-28 06:00:00,695549.6624418253,695549.6624418253,730477.0103920068,730477.0103920068
2030-08-28 12:00:00,742354.8869986419,742354.8869986419,782422.9304535326,782422.9304535326
2030-08-28 18:00:00,480771.60537982144,480771.60537982144,497243.341446417,497243.341446417
2030-08-29 00:00:00,408487.77208062034,408487.77208062034,422988.64037371206,422988.64037371206
2030-08-29 06:00:00,691370.5223559388,691370.5223559388,725774.3777695607,725774.3777695607
2030-08-29 12:00:00,744339.6825310076,744339.6825310076,784407.725985898,784407.725985898
2030-08-29 18:00:00,482047.7875334837,482047.7875334837,498519.5236000793,498519.5236000793
2030-08-30 00:00:00,382463.2172317354,382463.2172317354,394390.2472200756,394390.2472200756
2030-08-30 06:00:00,685365.2953465898,685365.2953465898,719245.658223652,719245.658223652
2030-08-30 12:00:00,739905.019577178,739905.019577178,779973.0630320687,779973.0630320687
2030-08-30 18:00:00,476435.16100989305,476435.16100989305,492906.89707648865,492906.89707648865
2030-08-31 00:00:00,363694.20717497263,363694.20717497263,375621.23716331273,375621.23716331273
2030-08-31 06:00:00,636549.2801545449,636549.2801545449,670735.0136779336,670735.0136779336
2030-08-31 12:00:00,691942.6007393324,691942.6007393324,732010.644194223,732010.644194223
2030-08-31 18:00:00,453957.0914130471,453957.0914130471,471083.1931503423,471083.1931503423
2030-09-01 00:00:00,437123.67926034064,437123.67926034064,458473.5749067545,458473.5749067545
2030-09-01 06:00:00,617400.0685369499,617400.0685369499,653069.0309139244,653069.0309139244
2030-09-01 12:00:00,663921.4814623721,663921.4814623721,703989.5249172628,703989.5249172628
2030-09-01 18:00:00,486425.0125278456,486425.0125278456,507302.8107771515,507302.8107771515
2030-09-02 00:00:00,464841.40171919775,464841.40171919775,487020.1605484977,487020.1605484977
2030-09-02 06:00:00,710862.71144151,710862.71144151,747753.1564037902,747753.1564037902
2030-09-02 12:00:00,744540.170514959,744540.170514959,784608.2139698496,784608.2139698496
2030-09-02 18:00:00,485861.6130162886,485861.6130162886,502595.095351164,502595.095351164
2030-09-03 00:00:00,427317.28847831616,427317.28847831616,443388.63438108686,443388.63438108686
2030-09-03 06:00:00,718641.388271298,718641.388271298,755182.8382092053,755182.8382092053
2030-09-03 12:00:00,751413.3743318275,751413.3743318275,791481.4177867181,791481.4177867181
2030-09-03 18:00:00,505864.6116466632,505864.6116466632,524168.57159121754,524168.57159121754
2030-09-04 00:00:00,445895.555058118,445895.555058118,463581.0029486143,463581.0029486143
2030-09-04 06:00:00,710958.4506094118,710958.4506094118,746278.4179620132,746278.4179620132
2030-09-04 12:00:00,757482.3552574457,757482.3552574457,797550.3987123363,797550.3987123363
2030-09-04 18:00:00,492006.4261385404,492006.4261385404,508652.65971732256,508652.65971732256
2030-09-05 00:00:00,447198.3867575924,447198.3867575924,464840.210270042,464840.210270042
2030-09-05 06:00:00,711271.1471567019,711271.1471567019,746547.4901312566,746547.4901312566
2030-09-05 12:00:00,757894.9932715619,757894.9932715619,797963.0367264526,797963.0367264526
2030-09-05 18:00:00,489864.4609580491,489864.4609580491,506336.1970246447,506336.1970246447
2030-09-06 00:00:00,392225.5808146669,392225.5808146669,404457.98144933354,404457.98144933354
2030-09-06 06:00:00,710165.3744660628,710165.3744660628,745572.5905747574,745572.5905747574
2030-09-06 12:00:00,759923.1414748972,759923.1414748972,801387.1650272801,801387.1650272801
2030-09-06 18:00:00,515601.02617407806,515601.02617407806,535606.3368624514,535606.3368624514
2030-09-07 00:00:00,379671.5454488745,379671.5454488745,392994.55553470703,392994.55553470703
2030-09-07 06:00:00,645882.9464350144,645882.9464350144,680504.9237388695,680504.9237388695
2030-09-07 12:00:00,693498.1603365174,693498.1603365174,733566.203791408,733566.203791408
2030-09-07 18:00:00,458211.3561042329,458211.3561042329,475511.9553537146,475511.9553537146
2030-09-08 00:00:00,352339.6670326631,352339.6670326631,365095.56020388927,365095.56020388927
2030-09-08 06:00:00,610367.127363902,610367.127363902,645119.9778018971,645119.9778018971
2030-09-08 12:00:00,664541.6406545071,664541.6406545071,704609.6841093977,704609.6841093977
2030-09-08 18:00:00,446855.92991819064,446855.92991819064,463676.66100915935,463676.66100915935
2030-09-09 00:00:00,385846.3912526052,385846.3912526052,399911.01576523046,399911.01576523046
2030-09-09 06:00:00,697340.2115134036,697340.2115134036,732267.5594635851,732267.5594635851
2030-09-09 12:00:00,745108.2303600225,745108.2303600225,785176.2738149131,785176.2738149131
2030-09-09 18:00:00,485008.46342044586,485008.46342044586,501698.3213772746,501698.3213772746
2030-09-10 00:00:00,420077.1600769486,420077.1600769486,435537.7646870663,435537.7646870663
2030-09-10 06:00:00,705536.3739587432,705536.3739587432,740769.0925552512,740769.0925552512
2030-09-10 12:00:00,743655.5659011693,743655.5659011693,783723.6093560598,783723.6093560598
2030-09-10 18:00:00,491139.13765822526,491139.13765822526,508265.2393955204,508265.2393955204
2030-09-11 00:00:00,445717.47001809545,445717.47001809545,463533.79104273167,463533.79104273167
2030-09-11 06:00:00,715332.7944544649,715332.7944544649,750870.8836972995,750870.8836972995
2030-09-11 12:00:00,753265.2555381561,753265.2555381561,793333.2989930467,793333.2989930467
2030-09-11 18:00:00,491290.0722524824,491290.0722524824,507805.43269712466,507805.43269712466
2030-09-12 00:00:00,440430.44079094706,440430.44079094706,457156.1523644172,457156.1523644172
2030-09-12 06:00:00,712855.759877904,712855.759877904,747913.9809622255,747913.9809622255
2030-09-12 12:00:00,752329.5958572483,752329.5958572483,792397.639312139,792397.639312139
2030-09-12 18:00:00,491341.9174520058,491341.9174520058,507813.6535186014,507813.6535186014
2030-09-13 00:00:00,410907.25080235535,410907.25080235535,424666.5046686542,424666.5046686542
2030-09-13 06:00:00,713626.1038344128,713626.1038344128,748815.1980528742,748815.1980528742
2030-09-13 12:00:00,746816.7899495595,746816.7899495595,786884.8334044501,786884.8334044501
2030-09-13 18:00:00,485485.3773522736,485485.3773522736,501957.1134188692,501957.1134188692
2030-09-14 00:00:00,413951.0059702368,413951.0059702368,430284.0981412873,430284.0981412873
2030-09-14 06:00:00,657869.411382769,657869.411382769,693058.5056012303,693058.5056012303
2030-09-14 12:00:00,700080.315558566,700080.315558566,740148.3590134566,740148.3590134566
2030-09-14 18:00:00,461075.6673697288,461075.6673697288,477765.5253265576,477765.5253265576
2030-09-15 00:00:00,417570.39634734497,417570.39634734497,436302.82931096066,436302.82931096066
2030-09-15 06:00:00,635977.1939319246,635977.1939319246,672518.6438698319,672518.6438698319
2030-09-15 12:00:00,671277.4824760504,671277.4824760504,711345.525930941,711345.525930941
2030-09-15 18:00:00,454648.1693737504,454648.1693737504,471425.2760866725,471425.2760866725
2030-09-16 00:00:00,436784.9581542617,436784.9581542617,455168.39609350415,455168.39609350415
2030-09-16 06:00:00,712347.1140363896,712347.1140363896,747841.5789011774,747841.5789011774
2030-09-16 12:00:00,750401.141467028,750401.141467028,790469.1849219186,790469.1849219186
2030-09-16 18:00:00,496865.81226103456,496865.81226103456,513686.54335200327,513686.54335200327
2030-09-17 00:00:00,428655.50488782034,428655.50488782034,443810.7388516116,443810.7388516116
2030-09-17 06:00:00,719746.4900659332,719746.4900659332,754761.0867722081,754761.0867722081
2030-09-17 12:00:00,761771.7210526995,761771.7210526995,801839.7645075902,801839.7645075902
2030-09-17 18:00:00,500186.4467983664,500186.4467983664,516658.182864962,516658.182864962
