,DolAmroth>Harad-0,DolAmroth>Harad-1,DolAmroth>Harad-2,DolAmroth>Harad-3
2030-07-02 00:00:00,73.51791597382855,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-02 06:00:00,73.51791597382855,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-02 12:00:00,65.56991916645828,73.51791597382855,65.56991916645828,73.51791597382855
2030-07-02 18:00:00,73.51791597382855,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-03 00:00:00,74.29791597375056,74.29791597375056,74.29791597375056,74.29791597375056
2030-07-03 06:00:00,66.34991916638027,66.34991916638027,66.34991916638027,73.51791597382855
2030-07-03 12:00:00,74.29791597375056,74.29791597375056,74.29791597375056,74.29791597375056
2030-07-03 18:00:00,73.51791597382855,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-04 00:00:00,73.51791597382855,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-04 06:00:00,65.56991916645828,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-04 12:00:00,73.51791597382855,73.51791597382855,73.51791597382855,73.51791597382855
2030-07-04 18:00:00,78.51791597422854,78.19381625136651,78.19381625136651,78.19381625136651
2030-07-05 00:00:00,70.56991916685828,70.24581944399623,78.19381625136651,78.19381625136651
2030-07-05 06:00:00,70.56991916685828,70.56991916685828,70.56991916685828,78.51791597422854
2030-07-05 12:00:00,70.56991916685828,78.51791597422854,70.56991916685828,78.51791597422854
2030-07-05 18:00:00,78.51791597422854,78.19381625136651,78.19381625136651,78.19381625136651
2030-07-06 00:00:00,5.000000000400002,58.13485019266861,5.000000000399999,58.134850192668615
2030-07-06 06:00:00,5.292500000283002,58.4273501925516,5.292500000282999,58.134850192668615
2030-07-06 12:00:00,5.292500000282999,58.4273501925516,5.292500000283001,58.134850192668615
2030-07-06 18:00:00,5.864265928291411,64.73944619673307,5.864265928291413,64.41534647387104
2030-07-07 00:00:00,5.000000000400001,58.13485019266861,5.0000000004,58.13485019266862
