Timestep,DolAmroth>Harad,RoGonDor>DolAmroth,RoGonDor>Harad
0,426.00000002275794486,13200.000000010903022,5196.000000010552867
1,426.00000002275794486,13200.000000010903022,5196.000000010552867
2,426.00000002275794486,13200.000000010903022,5196.000000010552867
3,426.00000002275794486,13200.000000010903022,5196.000000010552867
4,426.00000002275794486,13200.000000010903022,5196.000000010552867
5,426.00000002275794486,13200.000000010903022,5196.000000010552867
6,426.00000002275794486,13200.000000010903022,5196.000000010552867
7,426.00000002275794486,13200.000000010903022,5196.000000010552867
8,426.00000002275794486,13200.000000010903022,5196.000000010552867
9,426.00000002275794486,13200.000000010903022,5196.000000010552867
10,426.00000002275794486,13200.000000010903022,5196.000000010552867
11,426.00000002275794486,12247.049093488589278,5196.000000010552867
12,426.00000002275794486,3820.2665011155622778,5196.000000010552867
13,426.00000002275794486,7510.4981480193964671,5196.000000010552867
14,426.00000002275794486,-150.53271633898111759,5196.000000010552867
15,426.00000002275794486,978.45102861300983932,5196.000000010552867
16,426.00000002275794486,-1633.899205459994846,5196.000000010552867
17,426.00000002275794486,13200.000000010903022,5196.000000010552867
18,426.00000002275794486,13200.000000010903022,5196.000000010552867
19,426.00000002275794486,-12000.000000009911673,5196.000000010552867
20,426.00000002275794486,3732.0404006433236646,5196.000000010552867
21,426.00000002275794486,-263.64837397677911213,5196.000000010552867
22,426.00000002275794486,13200.000000010903022,5196.000000010552867
23,426.00000002275794486,-12000.000000009911673,5196.000000010552867
24,426.00000002275794486,-397.11347379670769442,5196.000000010552867
25,426.00000002275794486,12899.241780786403979,5196.000000010552867
26,426.00000002275794486,9256.1865096757683204,5196.000000010552867
27,426.00000002275794486,13200.000000010903022,5196.000000010552867
28,426.00000002275794486,13200.000000010903022,5196.000000010552867
29,426.00000002275794486,13200.000000010903022,5196.000000010552867
30,426.00000002275794486,13200.000000010903022,5196.000000010552867
31,426.00000002275794486,13200.000000010903022,5196.000000010552867
32,426.00000002275794486,13200.000000010903022,5196.000000010552867
33,426.00000002275794486,13200.000000010903022,5196.000000010552867
34,426.00000002275794486,13200.000000010903022,5196.000000010552867
35,426.00000002275794486,13200.000000010903022,5196.000000010552867
36,426.00000002275794486,13200.000000010903022,5196.000000010552867
37,426.00000002275794486,13200.000000010903022,5196.000000010552867
38,426.00000002275794486,13200.000000010903022,5196.000000010552867
39,426.00000002275794486,2392.5734551959540113,5196.000000010552867
40,426.00000002275794486,9301.1121999198585399,5196.000000010552867
