,DolAmroth>Harad,RoGonDor>DolAmroth,RoGonDor>Harad
2030-07-02 00:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-02 06:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-02 12:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-02 18:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-03 00:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-03 06:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-03 12:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-03 18:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-04 00:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-04 06:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-04 12:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-04 18:00:00,426.00000002275794,13139.375122682695,5196.000000010553
2030-07-05 00:00:00,426.00000002275794,4783.357284684149,5196.000000010553
2030-07-05 06:00:00,426.00000002275794,12308.633181566627,5196.000000010553
2030-07-05 12:00:00,426.00000002275794,4165.146286403615,5196.000000010553
2030-07-05 18:00:00,426.00000002275794,1873.3637191622984,5196.000000010553
2030-07-06 00:00:00,426.00000002275794,-666.5579308225715,5196.000000010553
2030-07-06 06:00:00,426.00000002275794,2651.1304445298156,5196.000000010553
2030-07-06 12:00:00,426.00000002275794,-12.336251086067932,5196.000000010553
2030-07-06 18:00:00,426.00000002275794,5957.792363472658,5196.000000010553
2030-07-07 00:00:00,426.00000002275794,4697.014685694445,5196.000000010553
2030-07-07 06:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-07 12:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-07 18:00:00,426.00000002275794,-5890.162073853177,5196.000000010553
2030-07-08 00:00:00,426.00000002275794,9764.22977541349,5196.000000010553
2030-07-08 06:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-08 12:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-08 18:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-09 00:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-09 06:00:00,426.00000002275794,13200.000000010905,5196.000000010553
2030-07-09 12:00:00,426.00000002275794,13200.000000010905,5196.000000010553
