,Export,Import
2030-07-02 00:00:00,0.0,12773.999999988147
2030-07-02 06:00:00,0.0,12773.999999988147
2030-07-02 12:00:00,0.0,12773.999999988147
2030-07-02 18:00:00,0.0,12773.999999988147
2030-07-03 00:00:00,0.0,12773.999999988147
2030-07-03 06:00:00,0.0,12773.999999988147
2030-07-03 12:00:00,0.0,12773.999999988147
2030-07-03 18:00:00,0.0,12773.999999988147
2030-07-04 00:00:00,0.0,12773.999999988147
2030-07-04 06:00:00,0.0,12773.999999988147
2030-07-04 12:00:00,0.0,12773.999999988147
2030-07-04 18:00:00,0.0,12644.361400090545
2030-07-05 00:00:00,0.0,4299.219942304729
2030-07-05 06:00:00,0.0,9431.886638689182
2030-07-05 12:00:00,0.0,1425.868024162331
2030-07-05 18:00:00,0.0,1375.7633352149583
2030-07-06 00:00:00,1154.945764270828,-0.0
2030-07-06 06:00:00,98.85089428564845,-0.0
2030-07-06 12:00:00,2545.383835165702,-0.0
2030-07-06 18:00:00,0.0,5457.8081729614905
2030-07-07 00:00:00,0.0,4210.993841832494
2030-07-07 06:00:00,0.0,12773.999999988147
2030-07-07 12:00:00,0.0,12773.999999988147
2030-07-07 18:00:00,0.0,6256.9485182498875
2030-07-08 00:00:00,11719.28344303624,-0.0
2030-07-08 06:00:00,0.0,12773.999999988147
2030-07-08 12:00:00,0.0,11744.844653639362
2030-07-08 18:00:00,0.0,12773.999999988147
2030-07-09 00:00:00,0.0,12773.999999988147
2030-07-09 06:00:00,0.0,12773.999999988147
2030-07-09 12:00:00,0.0,12773.999999988147
2030-07-09 18:00:00,0.0,12773.999999988147
2030-07-10 00:00:00,0.0,12773.999999988147
2030-07-10 06:00:00,0.0,12773.999999988147
2030-07-10 12:00:00,0.0,12773.999999988147
2030-07-10 18:00:00,0.0,12773.999999988147
2030-07-11 00:00:00,0.0,12773.999999988147
2030-07-11 06:00:00,0.0,12773.999999988147
2030-07-11 12:00:00,0.0,12773.999999988147
2030-07-11 18:00:00,0.0,11373.97121581937
2030-07-12 00:00:00,0.0,9708.525289109033
2030-07-12 06:00:00,0.0,11291.855678586931
2030-07-12 12:00:00,0.0,12773.999999988147
2030-07-12 18:00:00,0.0,12773.999999988147
2030-07-13 00:00:00,0.0,12773.999999988147
2030-07-13 06:00:00,0.0,12488.86900907653
2030-07-13 12:00:00,0.0,3646.387321315722
2030-07-13 18:00:00,0.0,12773.999999988147
2030-07-14 00:00:00,0.0,12773.999999988147
2030-07-14 06:00:00,0.0,12773.999999988147
2030-07-14 12:00:00,0.0,12773.999999988147
2030-07-14 18:00:00,0.0,3372.4395063692878
2030-07-15 00:00:00,0.0,12773.999999988147
2030-07-15 06:00:00,0.0,12773.999999988147
2030-07-15 12:00:00,627.640439971931,-0.0
2030-07-15 18:00:00,0.0,11734.122468626929
2030-07-16 00:00:00,12426.000000032669,-0.0
2030-07-16 06:00:00,0.0,12773.999999988147
2030-07-16 12:00:00,0.0,12773.999999988147
2030-07-16 18:00:00,0.0,12773.999999988147
2030-07-17 00:00:00,0.0,12773.999999988147
2030-07-17 06:00:00,0.0,12773.999999988147
2030-07-17 12:00:00,0.0,12773.999999988147
2030-07-17 18:00:00,0.0,12773.999999988147
